class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,1.39,x,k,n,f,,,n,3.24,1.38,,,n,,,f,f,,d,w
p,2.25,s,w,n,t,d,c,n,3.02,5.12,,,n,,,f,f,,d,a
e,1.5,x,s,y,f,a,,w,6.63,2.2,,t,y,,,f,f,,h,u
p,6.36,f,,y,f,s,d,y,5.81,15.4,,i,y,,,f,f,,d,a
e,1.65,c,g,n,f,a,,g,5.47,1.77,,,g,,,f,f,,d,a
p,4.04,x,t,n,f,s,c,p,5.72,9.99,,,w,,n,t,z,,d,a
p,14.18,s,t,r,t,d,c,b,5.18,26.25,,,g,,,f,f,,g,u
p,3.98,b,h,l,f,s,c,n,5.6,7.34,,y,l,,,t,e,k,d,a
p,2.96,s,s,w,f,d,c,w,2.47,6.6,,,w,,,f,f,,g,a
e,7.18,f,s,n,f,s,c,w,6.09,10.04,b,i,n,,,f,f,,l,u
p,12.4,f,,n,f,e,,w,10.52,12.06,,,w,u,w,t,g,,d,a
p,1.82,x,,n,f,,,n,5.7,2.77,,s,n,,,f,f,k,g,u
p,9.82,x,,g,t,x,,u,10.75,22.1,s,,u,,u,f,f,,d,a
p,5.32,b,y,n,f,,,w,8.86,12.29,,s,w,,,t,z,,d,s
p,6.71,f,t,n,f,x,c,y,5.43,12.87,,,y,,,f,f,,d,a
e,3.27,x,,y,f,a,c,o,3.36,10.44,,,w,,,f,f,,d,u
e,8.97,p,y,w,f,e,c,w,18.45,12.48,,s,w,,,t,e,,g,a
e,14.45,p,s,n,t,e,,g,9.25,17.36,s,,w,,,t,l,,m,u
p,2.74,b,y,n,f,,c,u,5.53,4.31,s,s,w,,,f,f,,d,a
p,0.67,x,g,o,f,,,y,3.29,0.77,,,y,,,f,f,,d,a
e,4.13,f,,y,f,x,c,w,6.29,3.75,,,w,,,f,f,,d,a
e,8.17,x,y,n,f,e,c,n,5.09,13.35,,,w,,,t,l,,w,u
e,1.8,c,g,n,f,a,,w,5.64,1.74,,,g,,,f,f,,l,a
e,3.42,b,g,w,f,x,d,w,4.93,3.05,,,y,,,f,f,,g,a
p,10.06,o,k,o,f,,c,y,1.8,16.43,,,n,,,f,f,,d,a
e,3.11,x,k,n,f,p,,y,4.69,10.4,,,n,,,f,f,,d,a
e,3.39,s,,n,f,f,f,f,7.17,8.23,,,o,,,f,f,,d,a
p,7.32,s,d,o,f,d,c,y,3.85,6.8,,,o,,,f,f,,d,u
e,7.75,x,,y,f,a,c,w,5.4,13.03,,,w,,,f,f,,d,a
p,3.07,x,y,y,f,a,,w,5.05,3.38,,y,y,,,t,r,,d,u
e,9.09,x,e,l,f,x,c,w,7.38,17.18,,,w,,,f,f,,d,a
p,4.06,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,0.72,x,g,y,f,,,y,3.36,0.68,,,w,,,f,f,,d,u
p,5.47,b,d,n,f,d,c,n,5.29,6.87,,i,y,,,t,,,d,a
e,11.12,x,s,y,f,a,d,w,8.87,15.27,,i,n,,,t,,w,d,u
p,3.57,x,,p,f,,c,g,2.76,11.99,,,y,,,f,f,,d,a
e,15.2,x,y,n,t,e,,w,10.19,17.75,,,w,,,t,,,d,u
p,1.53,x,,n,f,,,n,5.05,2.5,,s,n,,,f,f,k,g,a
p,10.34,p,,n,f,p,,p,10.35,30.33,c,,n,,,f,f,p,d,u
e,4.78,x,,w,f,x,c,w,8.25,8.19,b,,w,,w,t,,,g,s
e,8.23,x,y,w,f,e,c,n,5.86,13.32,,,w,,w,t,e,,g,u
e,18.11,p,y,w,f,,,w,20.63,20.61,s,,n,,,t,m,,m,u
e,5.93,x,y,n,f,e,c,p,4.79,9.42,,y,n,,,f,f,,d,u
e,14.62,f,e,g,f,d,c,w,6.53,22.15,s,,w,,,f,f,,l,w
p,1.27,x,s,y,f,f,f,f,3.17,4.49,,,y,,,f,f,,d,a
p,4.43,c,k,w,t,x,c,p,5.85,11.76,,,w,,,f,f,,d,u
e,7.01,b,h,g,f,s,d,g,6.07,9.99,,s,g,,,f,f,,d,a
p,4.88,c,i,y,f,,c,r,6.67,8.44,,,w,,,f,f,,d,u
e,2.64,x,,b,f,,d,w,6.58,5.1,,,w,,,f,f,,d,a
p,2.36,f,w,o,t,d,c,y,3.16,4.62,,,n,,,f,f,,d,u
p,8.04,f,t,e,f,x,d,w,6.31,17.87,b,,w,,,f,f,,d,u
p,5.97,x,w,n,f,x,,w,16.11,7.52,r,g,n,,,f,f,,d,a
p,1.05,b,t,n,f,,c,k,3.64,2.6,,,n,,,t,f,,g,u
e,7.33,f,s,n,f,s,c,w,6.67,10.82,b,i,n,,,f,f,,m,u
e,10.57,f,y,n,f,,,w,7.68,25.92,b,,n,,w,t,e,,d,a
e,3.46,x,,n,f,x,c,n,7.54,8.87,b,,w,,w,t,,,d,s
e,8.89,x,,n,f,s,c,g,7.34,22.0,b,,u,,,f,f,,d,w
p,4.11,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,1.2,o,k,n,f,,,n,2.32,1.05,,,n,,,f,f,,d,u
p,8.73,s,t,p,t,d,c,p,8.52,17.43,,,p,,,t,f,,d,u
e,3.82,f,t,n,f,d,,o,5.01,6.8,,t,w,,,f,f,,d,a
p,11.11,x,t,n,f,a,d,w,9.81,28.31,,,w,,,f,f,,d,u
e,7.03,x,d,e,t,p,,y,5.42,11.6,,,y,,,f,f,,d,a
e,6.72,f,,w,f,d,c,w,2.41,14.68,,,w,,,f,f,,d,w
e,1.68,c,g,n,f,a,,g,6.34,2.15,,,g,,,f,f,,d,u
p,3.29,x,y,n,f,a,,w,4.79,3.32,,y,y,,,t,r,,d,a
e,1.62,c,g,n,f,a,,g,5.04,1.51,,,g,,,f,f,,d,u
p,24.12,f,s,e,f,p,,y,5.29,44.38,,,n,,,f,f,,d,w
p,3.61,b,y,n,f,,c,g,4.96,4.15,s,s,w,,,f,f,,d,a
p,8.02,x,w,p,f,s,c,p,4.26,10.38,,,p,,,f,f,,d,w
e,7.64,f,g,n,f,s,,n,9.13,12.87,,t,n,,,f,f,,d,a
p,3.64,x,t,n,f,s,c,p,4.63,6.88,,,w,,n,t,z,,d,a
e,5.03,b,h,g,f,s,d,w,4.66,9.22,,s,g,,,f,f,,d,a
p,8.42,s,d,e,t,d,c,w,6.25,8.48,,,n,,,f,f,,d,u
p,13.46,f,,g,f,e,,w,10.91,17.07,,,w,u,w,t,e,,d,a
p,7.39,b,k,n,f,d,c,y,6.33,6.85,,i,n,,,t,,,d,u
e,6.2,f,i,n,f,e,c,n,5.17,13.23,,,w,,,t,r,,w,a
p,3.32,x,,n,f,x,c,p,7.55,3.82,,,p,,,f,f,,l,a
e,4.89,x,t,o,f,p,,n,5.53,12.5,,,n,,,f,f,,d,a
e,7.96,f,s,n,f,s,c,w,6.37,10.76,b,i,n,,,f,f,,m,a
e,4.39,f,h,n,f,a,d,y,7.86,6.54,,k,n,,,f,f,,d,s
p,4.47,x,t,l,f,s,c,g,6.21,7.54,,y,l,,,t,e,u,d,a
p,8.59,x,y,o,f,a,,o,12.92,23.62,r,,y,,,t,r,n,d,a
e,9.58,f,e,b,f,,c,b,4.95,19.77,,,w,,,t,f,,d,a
e,7.48,f,g,n,f,s,,y,9.36,13.23,,t,o,,,f,f,,d,a
p,3.34,s,s,g,f,d,c,w,3.59,9.37,,,w,,,f,f,,g,u
p,2.83,f,,n,f,x,c,p,7.1,3.64,,,n,,,f,f,,l,a
e,2.59,x,h,p,f,a,c,e,3.94,6.68,,,e,,,f,f,,m,u
p,4.99,b,s,n,f,,,k,8.47,11.94,,s,w,,,t,z,,g,a
p,1.21,f,s,y,f,f,f,f,3.29,5.64,,,y,,,f,f,,d,u
p,3.25,s,w,o,t,d,c,n,3.01,5.71,,,n,,,f,f,,d,u
e,3.87,x,s,w,f,d,d,w,4.16,6.74,,,w,,,f,f,,m,w
p,3.46,s,,u,f,a,,w,3.95,6.83,,,w,,,f,f,,d,a
p,1.53,o,k,n,f,,,n,2.82,1.31,,,n,,,f,f,,d,a
p,2.64,c,,u,f,a,c,w,4.07,3.62,,i,w,,,f,f,,d,u
e,8.56,x,t,n,t,p,,y,6.55,16.61,,,n,,w,t,p,,d,u
p,3.49,b,d,r,f,a,,y,5.33,6.17,,t,r,,,f,f,,g,u
p,4.32,x,t,y,f,a,c,y,5.87,7.33,,g,o,,,f,f,,g,u
p,9.75,x,t,n,f,a,d,w,11.6,32.44,,,w,,,f,f,,d,a
p,2.91,b,w,r,f,a,,y,4.96,6.33,,t,y,,,f,f,,m,u
p,4.36,s,d,o,f,d,c,o,3.47,6.21,,,o,,,f,f,,d,a
p,2.84,o,,k,f,f,f,f,3.53,14.31,,g,g,,,f,f,,d,u
p,5.22,x,h,y,f,a,c,y,6.47,7.93,,g,o,,,f,f,,g,u
p,5.81,b,i,o,f,e,,k,8.58,8.25,,,o,,,f,f,,m,a
e,14.34,s,s,k,f,a,d,y,6.48,22.02,,,w,,,f,f,w,d,a
p,0.6,x,g,o,f,,,y,3.57,0.67,,,y,,,f,f,,d,u
p,7.95,x,t,e,f,x,d,w,5.77,17.86,b,,w,,,f,f,,d,a
p,3.93,f,t,n,f,x,c,p,6.35,4.68,,i,g,,,f,f,,d,u
e,14.59,p,s,n,t,e,,g,10.85,18.1,s,,w,,,t,r,,m,u
p,5.56,x,,e,f,,c,w,3.26,12.53,,,y,,,f,f,,d,a
e,11.03,f,,l,f,s,c,u,8.11,21.31,,,b,,,f,f,,d,a
e,8.25,x,d,e,t,p,,y,6.28,13.69,,,y,,,f,f,,d,u
e,0.86,p,g,g,f,,,g,2.76,1.41,,,w,,,f,f,,d,w
e,16.7,p,t,n,f,p,,y,16.6,64.67,,,n,,,f,f,,d,u
e,3.03,b,y,n,f,,c,k,5.8,2.83,,,w,,,f,f,,d,u
p,6.69,x,s,r,t,s,d,w,4.81,13.9,r,i,n,,,f,f,,d,u
e,9.91,x,y,e,f,,,w,5.73,24.69,b,,n,,w,t,e,,d,a
p,20.98,f,s,n,f,d,c,y,7.06,38.86,,k,n,,,f,f,,d,a
e,9.96,f,s,w,f,e,c,w,23.24,13.3,,s,w,,,t,e,,u,a
p,1.41,f,,u,f,a,c,w,2.73,3.28,,i,u,,,f,f,,d,a
p,6.62,f,t,e,f,x,d,w,5.64,16.24,b,,w,,,f,f,,d,u
p,6.44,x,,n,f,d,c,y,5.53,10.63,b,,n,,,f,f,,l,w
e,3.63,x,k,n,f,p,,e,4.49,9.62,,,y,,,f,f,,d,a
p,1.7,x,g,y,f,d,d,n,2.13,2.79,,s,n,,,f,f,,h,a
e,51.44,o,y,y,f,p,,y,6.53,38.64,,k,n,,,f,f,,d,s
p,3.54,x,,y,f,x,,w,5.55,6.37,,,w,,,f,f,,d,u
e,7.36,f,s,n,f,s,,n,8.4,11.04,,i,n,,,f,f,,d,a
e,7.44,x,,g,t,p,,g,11.07,24.96,,y,w,,,f,f,,d,a
e,11.06,f,y,e,f,,,w,7.23,27.17,b,,n,,w,t,e,,d,w
p,2.31,f,i,l,f,a,,w,3.95,2.77,,,w,,,f,f,p,g,u
e,4.56,x,h,n,f,x,c,n,5.77,5.87,,s,n,,,t,r,,d,w
e,10.58,s,t,w,t,d,c,o,6.38,19.05,,,w,,,f,f,,d,a
e,15.94,f,e,n,f,a,c,w,9.84,25.09,s,,w,,,f,f,,l,w
e,4.37,x,t,n,f,p,,n,5.24,11.84,,,e,,,f,f,,d,u
e,4.36,x,,y,f,a,c,o,3.42,9.13,,,w,,,f,f,,d,a
p,5.99,s,d,e,t,d,c,w,7.01,9.8,,,e,,,f,f,,d,a
e,1.64,f,w,n,f,,d,k,5.01,2.63,,,w,,,f,f,,g,w
p,3.1,x,s,g,f,d,c,w,2.99,7.84,,,w,,,f,f,,g,a
e,6.59,x,t,n,f,p,d,y,6.04,12.49,,s,n,,,f,f,,h,u
e,7.99,x,,g,t,p,,g,11.78,26.71,,y,w,,,f,f,,d,a
e,5.82,x,t,o,f,a,d,y,7.89,6.83,,s,n,,,f,f,,d,s
e,3.92,f,h,n,f,a,d,w,5.65,4.75,,s,n,,,f,f,,d,w
e,3.88,b,g,n,f,a,d,g,5.61,3.89,,s,g,,,f,f,,d,s
e,4.46,f,h,o,f,a,d,y,7.04,5.19,,s,o,,,f,f,,d,a
p,6.14,x,k,n,f,a,c,n,6.2,6.15,,i,y,,,t,,,d,u
p,19.14,f,k,w,t,d,d,w,8.2,29.43,,,w,,,f,f,,d,w
p,25.89,x,d,k,f,p,,y,5.57,46.92,,,n,,,f,f,,d,w
e,8.46,s,t,o,t,d,c,o,6.14,16.95,,,w,,,f,f,,d,u
p,3.5,b,w,u,f,a,c,g,5.37,5.27,,s,u,,,f,f,,d,u
e,4.11,s,,n,f,f,f,f,6.08,7.33,,,o,,,f,f,,d,a
p,11.57,x,i,o,f,a,,y,12.29,21.67,r,,o,,,t,r,n,d,w
p,4.72,f,,n,f,d,c,y,4.68,8.49,b,,n,,,f,f,,l,a
p,11.64,x,e,y,t,p,,e,9.08,28.38,,,u,,,f,f,,d,a
p,6.33,s,d,n,t,d,c,w,6.29,9.36,,,e,,,f,f,,d,a
p,7.44,f,d,n,t,d,c,w,7.16,10.14,,,e,,,f,f,,d,u
e,5.37,x,s,o,f,p,,n,6.77,12.18,,,e,,,f,f,,d,a
e,7.04,f,s,b,f,d,d,b,6.37,12.57,,,w,,,f,f,,d,w
e,5.14,x,,w,f,e,,w,5.91,12.71,b,,w,u,y,t,g,,d,a
p,3.11,o,,k,f,f,f,f,3.48,14.94,,g,n,,,f,f,,d,u
p,8.39,o,t,r,f,,c,o,1.48,15.81,,,y,,,f,f,,d,w
e,7.17,s,,n,f,d,c,w,4.78,8.19,,s,w,,,f,f,,h,a
p,2.77,x,y,n,f,a,,w,5.19,3.48,,y,n,,,t,r,,g,a
e,3.77,c,t,n,f,e,,w,10.28,9.26,,s,w,u,w,f,f,,d,a
p,3.03,s,w,o,t,d,c,y,3.65,6.72,,,n,,,f,f,,d,a
p,11.46,x,,n,f,p,,w,10.54,29.75,c,,n,,,f,f,w,d,a
p,7.73,x,s,n,f,s,,n,6.36,9.35,,y,n,,,f,f,,d,a
e,5.38,b,g,g,f,a,d,g,5.61,3.58,,s,g,,,f,f,,d,s
e,16.46,f,e,g,f,a,c,w,7.78,25.47,s,,w,,,f,f,,l,w
e,21.53,x,d,o,f,p,,w,16.66,33.81,s,y,w,,,f,f,,d,u
p,0.92,x,g,w,f,a,d,w,2.83,1.45,,,e,,,f,f,,l,u
e,9.14,f,s,w,f,s,c,w,5.96,30.57,,,w,,,f,f,,m,u
e,8.07,x,,g,t,p,,g,11.1,25.35,,y,w,,,f,f,,d,a
p,8.91,x,t,e,f,x,d,w,6.19,17.74,b,,w,,,f,f,,d,a
p,2.27,c,,u,f,a,c,n,2.88,3.39,,i,u,,,f,f,,d,a
e,3.49,x,d,e,f,a,c,o,4.1,6.39,,,o,,,f,f,,m,u
p,3.95,b,t,n,f,x,c,p,6.3,4.43,,i,n,,,f,f,,d,a
p,2.87,s,w,o,t,d,c,n,2.97,5.53,,,n,,,f,f,,d,a
e,3.46,s,d,n,t,d,c,p,4.11,5.7,,,g,,,f,f,,d,u
p,2.41,x,g,e,f,a,,w,8.23,2.42,,,w,,,f,f,,d,u
e,8.4,f,,g,f,s,c,b,6.19,17.21,,,u,,,f,f,,l,a
p,7.79,x,t,n,f,x,,w,14.56,7.33,r,g,n,,,f,f,,d,a
p,13.05,f,,n,f,e,,w,11.18,15.9,,,w,u,w,t,e,,d,u
e,3.71,b,g,n,f,a,d,g,4.12,2.73,,s,g,,,f,f,,d,u
e,3.87,x,s,o,f,a,c,e,5.09,6.86,,,e,,,f,f,,m,a
p,8.3,x,h,r,f,,c,w,11.16,13.81,,,w,u,w,t,p,,d,a
e,18.09,x,t,k,f,a,d,y,8.19,26.49,,,w,,,f,f,w,d,u
e,7.3,x,d,y,t,p,,y,5.41,11.99,,,y,,,f,f,,d,u
p,7.08,x,d,e,t,d,c,w,8.29,8.6,,,n,,,f,f,,d,a
e,6.16,x,y,w,f,e,c,p,5.32,13.12,,,w,,w,t,e,,m,u
e,4.04,s,,y,f,f,f,f,7.27,8.11,,,y,,,f,f,,d,a
p,4.25,b,h,r,f,s,c,u,6.66,9.3,,y,w,,,t,e,u,g,a
e,11.2,x,s,u,f,x,,n,8.92,25.24,,,n,,,f,f,,d,a
e,11.94,f,,l,f,d,c,y,2.51,14.65,,,w,,,f,f,,d,w
e,4.47,s,,n,f,f,f,f,5.79,7.3,,,o,,,f,f,,d,a
e,6.28,x,h,g,f,a,d,n,5.13,4.28,,t,g,,,t,l,,d,a
e,10.75,f,e,b,f,,c,b,5.07,20.65,,,w,,,t,f,,d,a
p,0.63,x,g,o,f,,,y,3.31,0.7,,,y,,,f,f,,d,u
p,8.23,f,,r,f,x,c,n,6.87,12.7,,,w,,,f,f,,d,a
e,7.37,x,y,n,f,e,c,p,5.58,9.85,,y,n,,,f,f,,d,u
p,5.21,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,6.47,f,h,n,f,s,,n,9.14,13.0,,t,n,,,f,f,,d,a
e,5.98,x,h,y,t,x,c,y,8.32,15.41,,,w,,,f,f,,d,a
e,18.39,x,w,n,f,p,,w,12.46,66.43,,,n,,,f,f,,d,u
p,1.77,p,t,n,f,a,c,g,6.92,2.32,,t,y,,,t,e,,m,a
e,9.38,f,,n,t,,,w,11.37,17.99,b,,w,u,w,t,g,,d,u
p,3.17,f,k,w,f,s,,p,3.47,2.44,,,n,,,f,f,p,g,u
p,8.26,x,w,e,f,x,,w,14.92,7.95,r,g,n,,,f,f,,d,u
e,8.16,x,t,n,f,p,d,y,5.29,12.57,,s,n,,,f,f,,d,u
e,6.57,s,w,y,f,f,f,f,4.78,15.19,,,y,,,f,f,,d,u
p,3.94,c,i,y,f,,c,n,6.8,7.79,,,w,,,f,f,,d,u
p,0.58,f,,o,f,d,,o,3.57,0.95,,,o,,,f,f,w,g,a
e,21.68,p,d,n,f,p,,n,16.22,36.28,s,y,w,,,f,f,,d,u
p,16.39,s,s,n,f,d,c,y,6.22,37.48,,k,k,,,f,f,,d,u
e,5.33,x,t,n,f,a,d,n,4.9,4.2,,t,g,,,t,l,,d,w
e,5.3,f,y,g,f,s,,g,4.44,7.97,,,w,,,f,f,,d,a
p,9.45,x,t,n,f,a,d,w,12.12,31.34,,,w,,,f,f,,d,u
p,14.48,f,t,k,t,d,c,w,4.82,23.99,,,g,,,f,f,,g,u
e,9.82,f,,n,t,,,w,13.37,19.33,b,,w,u,w,t,g,,d,a
p,3.28,b,,k,f,a,,k,8.92,2.67,,,g,,w,f,f,k,g,u
p,12.07,x,s,e,f,p,,y,4.78,35.07,,,n,,,f,f,,d,a
e,5.75,x,y,n,f,e,c,p,4.14,12.72,,,w,,,t,r,,w,a
p,0.51,f,,o,f,d,,o,3.83,0.96,,,o,,,f,f,w,g,u
e,5.66,c,t,n,f,e,,w,12.1,13.14,,s,n,u,w,f,f,,d,u
e,13.81,x,e,n,f,d,c,w,7.92,25.19,s,,w,,,f,f,,l,a
e,3.58,x,s,w,f,d,d,w,4.03,6.62,,,w,,,f,f,,g,w
p,5.28,x,k,n,f,a,c,n,5.47,6.4,,i,y,,,t,,,d,u
e,4.01,b,g,n,f,x,d,w,4.62,3.31,,,y,,,f,f,,g,a
e,13.12,f,,b,f,d,c,y,2.47,12.62,,,w,,,f,f,,d,w
e,10.58,x,i,n,t,e,,p,9.0,17.19,,y,w,,,t,p,,d,a
p,1.54,b,h,n,f,a,,n,4.05,1.33,,t,n,,,f,f,,h,a
p,3.78,f,t,n,f,x,c,p,5.44,4.2,,i,n,,,f,f,,d,u
p,4.29,x,,p,f,,c,g,2.7,11.57,,,y,,,f,f,,d,a
e,1.76,x,w,n,f,,d,k,5.2,2.64,,,w,,,f,f,,g,a
p,3.88,f,k,y,f,p,,n,3.33,5.19,,k,n,,,t,f,,d,u
e,5.32,f,y,g,f,s,,w,4.33,7.66,,,w,,,f,f,,d,a
p,1.95,b,,n,f,a,,g,4.79,1.86,,s,n,,,f,f,,d,a
e,3.44,b,g,n,f,x,d,w,4.78,3.39,,,y,,,f,f,,g,a
e,10.21,f,,l,f,s,c,u,7.3,19.04,,,u,,,f,f,,l,a
e,7.13,x,,n,t,p,,g,12.54,24.0,,y,w,,,f,f,,d,u
p,0.74,f,,o,f,d,,o,4.96,0.98,,,o,,,f,f,w,g,u
p,12.43,x,,n,f,p,,p,12.78,34.36,c,,n,,,f,f,p,d,a
p,4.0,f,l,y,f,x,d,e,5.63,4.67,,,n,,,f,f,,d,u
p,12.83,s,t,n,t,d,c,n,6.43,16.44,,,n,,,f,f,,h,a
p,10.06,x,e,n,f,a,,n,15.33,20.31,s,,n,,n,f,f,,h,a
p,1.76,x,,n,f,,,n,5.22,2.69,,s,n,,,f,f,k,g,a
e,2.81,x,h,e,f,a,c,e,4.52,6.08,,,o,,,f,f,,m,a
p,0.73,x,g,o,f,,,y,3.45,0.74,,,y,,,f,f,,d,u
p,2.12,x,k,n,f,s,,p,3.42,2.31,,,n,,,f,f,p,g,u
p,10.76,x,e,y,f,a,,y,14.66,22.6,r,,y,,,t,r,n,d,w
e,12.51,s,e,g,f,d,c,w,7.65,21.53,s,,w,,,f,f,,d,a
p,8.53,p,,n,f,p,,w,10.47,30.47,c,,n,,,f,f,p,d,u
e,7.6,x,,p,f,x,c,w,7.22,19.66,,s,w,,,f,f,,d,u
e,7.96,f,s,n,f,s,c,w,6.36,9.58,b,i,n,,,f,f,,g,u
p,6.76,b,s,g,f,,,g,10.31,12.39,,s,w,,,t,z,,g,s
e,3.66,x,s,w,f,d,d,w,3.53,5.32,,,w,,,f,f,,m,w
e,8.73,f,e,b,f,,c,b,4.5,18.87,,,w,,,t,f,,d,a
e,7.33,x,,y,f,a,c,w,6.43,14.51,,,g,,,f,f,,d,u
e,19.06,f,s,k,f,a,d,y,7.67,24.38,,,w,,,f,f,w,d,a
e,7.87,f,e,b,f,,c,b,4.72,18.65,,,w,,,t,f,,d,a
p,11.52,f,h,r,f,,c,w,11.8,17.89,,,w,u,w,t,g,,d,u
p,1.08,f,s,y,f,f,f,f,2.57,4.6,,,y,,,f,f,,d,a
p,3.1,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,2.09,b,g,o,f,,c,n,5.86,3.21,,,n,,,f,f,,g,s
e,13.11,f,,n,f,s,c,u,8.48,18.29,,,u,,,f,f,,l,a
e,2.94,s,,n,f,f,f,f,5.2,5.12,,,o,,,f,f,,d,a
e,4.47,f,g,n,f,a,d,g,5.75,4.04,,s,n,,,f,f,,d,s
p,2.94,b,y,n,f,,c,g,5.83,4.33,s,s,w,,,f,f,,d,u
p,15.64,x,e,n,t,p,,y,10.26,34.69,c,,y,,,f,f,,d,a
e,4.73,f,h,n,f,a,d,w,6.61,5.33,,k,n,,,f,f,,d,a
e,6.53,x,,n,t,p,,g,11.02,24.19,,y,w,,,f,f,,d,u
p,5.24,x,,b,f,x,,w,5.77,6.23,,,w,,,f,f,,d,a
p,5.42,x,,y,f,x,,w,5.93,7.4,,,w,,,f,f,,d,u
e,11.9,s,s,u,f,x,,n,8.79,26.53,,,n,,,f,f,,d,a
p,5.85,o,e,o,f,,c,o,1.16,12.05,,,n,,,f,f,,d,a
p,6.33,s,t,y,f,x,c,y,4.86,14.67,,,y,,,f,f,,d,a
e,3.04,s,,n,f,f,f,f,6.36,7.36,,,o,,,f,f,,d,a
p,5.46,c,k,y,t,x,c,y,5.81,11.96,,,w,,,f,f,,g,s
p,7.39,x,i,n,f,a,c,n,7.05,7.77,,i,n,,k,t,z,k,g,a
p,2.69,o,,g,f,f,f,f,2.61,13.08,,g,n,,,f,f,,d,a
e,6.4,c,t,n,f,e,,w,12.6,13.2,,s,w,u,w,f,f,,d,a
p,3.28,o,,w,f,f,f,f,5.71,27.97,,g,w,,,t,f,,d,u
p,2.49,b,g,w,f,,c,n,6.16,3.38,,,n,,,f,f,,d,a
e,7.1,x,d,y,t,p,,y,7.7,14.73,,,y,,,f,f,,d,a
e,6.92,b,h,k,f,s,d,w,5.22,10.59,,s,g,,,f,f,,d,a
e,9.44,f,s,n,f,s,,y,10.1,14.12,,i,o,,,f,f,,d,a
p,10.35,s,t,p,t,d,c,p,7.81,17.73,,,p,,,t,f,,d,a
e,16.86,x,t,n,f,p,,w,16.86,84.76,,,n,,,f,f,,d,a
p,1.4,x,g,n,f,d,d,n,1.99,2.51,,s,n,,,f,f,,h,u
p,1.17,x,g,y,f,d,d,n,1.78,2.4,,s,n,,,f,f,,h,a
e,10.12,s,,w,t,d,c,y,6.18,24.85,,,w,,,f,f,,d,u
p,7.21,x,s,g,t,s,d,w,7.05,16.82,r,i,w,,,f,f,,d,u
e,8.59,x,,n,t,p,,g,13.12,28.68,,y,w,,,f,f,,d,u
p,8.05,f,y,e,f,s,c,y,5.49,15.4,,y,e,,,f,f,,d,a
e,5.7,s,l,n,f,f,f,f,8.41,61.88,,,n,,,f,f,g,l,w
e,5.11,f,s,n,f,x,c,w,6.67,8.8,,s,n,,,f,f,,l,w
p,1.34,x,,n,f,,,k,4.73,2.6,,s,n,,,f,f,k,g,a
p,4.79,o,,w,f,f,f,f,5.6,32.55,,g,w,,,t,f,,d,a
p,1.23,f,s,y,f,f,f,f,3.4,5.4,,,y,,,f,f,,d,a
e,3.18,f,h,n,f,,c,k,5.76,6.08,,s,w,,w,f,f,k,d,u
e,10.8,x,e,l,f,x,c,w,7.14,18.73,,,w,,,f,f,,d,u
e,3.48,f,s,w,f,d,d,w,3.76,5.99,,,w,,,f,f,,g,a
e,8.59,x,s,y,f,a,d,w,8.8,15.63,,i,n,,,t,,w,d,a
e,4.42,x,,y,f,a,c,o,4.09,8.88,,,w,,,f,f,,d,u
e,5.82,f,h,g,f,s,d,g,5.47,10.49,,s,g,,,f,f,,d,u
p,12.26,x,y,o,f,a,,o,17.77,24.83,r,,y,,,t,r,n,d,a
p,2.95,x,s,o,f,a,,o,3.66,6.27,,,o,,,f,f,,m,a
p,4.05,o,,w,f,f,f,f,5.69,29.59,,g,w,,,t,f,,p,u
p,1.5,b,h,n,f,a,,n,4.46,1.56,,t,n,,,f,f,,h,s
p,5.31,x,t,n,f,s,,n,5.64,8.2,,y,n,,,f,f,,d,a
e,9.93,s,,n,f,,,w,6.13,26.24,,,n,,,f,f,,d,a
p,8.07,o,e,o,f,,c,o,1.44,12.53,,,y,,,f,f,,d,w
p,1.32,x,k,n,f,,,n,3.92,1.49,,,n,,,f,f,,d,s
e,5.38,x,,l,f,a,,r,6.19,8.61,,,r,,,f,f,,l,a
p,4.22,f,,e,f,x,,w,5.3,6.23,,,w,,,f,f,,d,u
e,1.98,f,y,n,f,d,d,p,5.73,3.43,,i,n,,,f,f,,l,a
p,9.12,x,t,n,f,a,d,w,11.21,32.71,,,w,,,f,f,,d,u
e,4.61,f,y,g,f,s,,w,4.26,7.23,,,w,,,f,f,,d,a
p,5.35,b,s,k,f,e,,g,6.4,7.7,,,y,,,f,f,,g,a
e,12.37,f,s,n,f,a,d,w,8.08,13.74,,i,n,,,t,,w,d,u
e,8.29,p,s,w,f,e,c,k,23.38,13.02,,s,w,,,t,e,,d,w
e,6.56,x,,w,f,e,,w,5.6,11.26,b,,y,u,w,t,g,,d,u
e,5.12,s,,n,f,d,c,w,4.0,7.0,,s,w,,,f,f,,l,a
p,0.56,f,,o,f,d,,o,4.73,0.91,,,o,,,f,f,w,g,u
